"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"Williamsburg City","VA","Virginia Beach-Norfolk-Newport News",1638,1413,0.0115,-0.0195,-0.0048,5565
2020-01-31,"Hardy County","WV",,1639,901,0.0035,0.0217,0.0149,6945
2020-01-31,"Zapata County","TX","Zapata",1640,1052,0.0173,-0.0058,0.0014,3502
2020-01-31,"Hughes County","OK",,1641,770,-0.0069,-0.0219,0.0202,4700
2020-01-31,"Cedar County","MO",,1642,789,-0.0102,0.0186,-0.0037,7193
2020-01-31,"Cass County","IA",,1643,860,0.0116,0.0095,-0.0245,6210
2020-01-31,"Summers County","WV",,1644,759,-0.0117,-0.0052,-0.0487,6089
2020-01-31,"Morgan County","KY",,1645,837,0.0203,0.0233,0.005,1887
2020-01-31,"Crenshaw County","AL",,1646,857,0.0007,-0.0101,0.0205,4009
2020-01-31,"Jasper County","GA","Atlanta-Sandy Springs-Roswell",1647,1179,0.0108,0.0264,0.0785,5560
2020-01-31,"Osage County","MO","Jefferson City",1648,808,-0.0008,0.0172,0.046,4718
2020-01-31,"Breathitt County","KY",,1649,749,0.0023,0.0165,-0.0167,1008
2020-01-31,"Converse County","WY",,1650,1014,-0.0039,-0.0089,0.0421,4848
2020-01-31,"Cannon County","TN","Nashville-Davidson--Murfreesboro--Franklin",1651,1066,-0.0008,-0.0281,0.0356,4763
2020-01-31,"Moffat County","CO","Craig",1652,1713,0.0043,0.0301,0.0999,4810
2020-01-31,"Howard County","AR",,1653,833,0.0149,0.0172,0.0441,4053
2020-01-31,"Trinity County","CA",,1654,1720,-0.0277,-0.0386,-0.0446,2784
2020-01-31,"Izard County","AR",,1655,777,0.0017,-0.011,-0.0254,4686
2020-01-31,"Douglas County","MO",,1656,808,-0.0013,0.0009,0.0356,2308
2020-01-31,"York County","NE",,1657,916,0.0298,-0.004,-0.0947,4743
2020-01-31,"Madison County","TX",,1658,1298,-0.0091,0.0145,0.0197,2089
2020-01-31,"Cass County","IL",,1659,980,0.0163,0.0457,-0.0029,4192
2020-01-31,"Kodiak Island Borough","AK",,1660,1446,-0.0117,-0.0084,-0.0273,3532
2020-01-31,"Callahan County","TX","Abilene",1661,1208,0.0124,0.0117,0.0075,4734
2020-01-31,"Monroe County","WV",,1662,827,0.0015,0.0146,-0.0426,5675
2020-01-31,"Murray County","OK",,1663,861,-0.0025,0.0072,0.0506,2677
2020-01-31,"Ketchikan Gateway Borough","AK","Ketchikan",1664,1437,-0.0133,-0.0465,-0.0255,4588
2020-01-31,"Jackson County","KS","Topeka",1665,869,-0.0176,-0.0561,-0.0165,4885
2020-01-31,"Perquimans County","NC","Elizabeth City",1666,1123,0.0022,0.0059,-0.0348,4272
2020-01-31,"Vinton County","OH",,1667,874,-0.0203,-0.008,0.0306,3527
2020-01-31,"Pulaski County","IN",,1668,885,-0.0043,-0.0314,0.0073,5573
2020-01-31,"Allen County","KS",,1669,788,0.0039,0.0108,0.003,5436
2020-01-31,"Stewart County","TN",,1670,1020,0.025,0.0301,0.0674,5505
2020-01-31,"Madison County","VA",,1671,1383,0.0037,-0.0033,0.0393,5261
2020-01-31,"Goshen County","WY",,1672,943,0.0141,0.0301,0.0318,5046
2020-01-31,"Fremont County","ID","Rexburg",1673,1124,0.0218,0.0324,0.0844,8677
2020-01-31,"Conecuh County","AL",,1674,850,0.009,0.0162,0.0048,3731
2020-01-31,"Washington County","NC",,1675,1020,0.0066,-0.0031,0.018,5379
2020-01-31,"Little River County","AR","Texarkana",1676,825,0.0218,0.0289,0.0396,4530
2020-01-31,"Pamlico County","NC","New Bern",1677,1136,-0.0091,0.0032,0.0263,6384
2020-01-31,"Bleckley County","GA",,1678,1054,0.0115,0.0182,0.0473,4142
2020-01-31,"Pend Oreille County","WA","Spokane-Spokane Valley",1679,1442,0.0023,0.0192,0.0639,2929
2020-01-31,"Caldwell County","KY",,1680,794,0.007,-0.0354,-0.0327,1320
2020-01-31,"Morris County","TX",,1681,1133,-0.0027,-0.0074,-0.0378,3925
2020-01-31,"DeKalb County","MO","St. Joseph",1682,881,-0.0181,0.0006,0.0281,3347
2020-01-31,"Appanoose County","IA",,1683,789,0.0167,0.0206,-0.0369,4923
2020-01-31,"Glades County","FL",,1684,1360,-0.0002,0.0004,-0.0135,2668
2020-01-31,"Bledsoe County","TN",,1685,983,-0.0265,-0.0309,-0.0011,4072
2020-01-31,"Big Horn County","MT",,1686,1006,-0.01,-0.0445,-0.0626,1720
2020-01-31,"Red River County","TX",,1687,1123,-0.0076,0.0104,-0.0438,4314
2020-01-31,"Pike County","IN","Jasper",1688,810,-0.0108,0.0165,0.015,4941
2020-01-31,"Franklin County","ID","Logan",1689,1093,0.0066,-0.0247,0.0509,4858
2020-01-31,"Haskell County","OK",,1690,821,0.0089,0.0158,0.0134,3662
2020-01-31,"Blackford County","IN",,1691,841,-0.0086,-0.0304,0.0035,3913
2020-01-31,"Shoshone County","ID",,1692,1061,0.0134,0.0012,0.0574,6341
2020-01-31,"Linn County","MO",,1693,771,-0.0052,-0.0356,-0.0697,5500
2020-01-31,"Amelia County","VA","Richmond",1694,1234,-0.0096,-0.0175,0.0024,4131
2020-01-31,"Yalobusha County","MS",,1695,866,-0.0028,-0.0028,-0.0158,4536
2020-01-31,"Marion County","KS",,1696,833,0.003,0.0073,0.0191,5465
2020-01-31,"Crawford County","GA","Macon-Bibb County",1697,1150,0.0134,0.0023,0.0308,5118
2020-01-31,"Powell County","KY",,1698,857,0.0145,0.0097,-0.0001,3721
2020-01-31,"Johnson County","IL",,1699,992,0.0142,-0.0312,0.0022,3246
2020-01-31,"Union County","IA",,1700,806,0.008,0.0192,-0.0466,5653
2020-01-31,"Jefferson Davis County","MS",,1701,853,0.0126,0.0251,-0.0692,3984
2020-01-31,"Todd County","KY",,1702,905,-0.018,-0.0223,0.0077,1546
2020-01-31,"Grundy County","IA","Waterloo-Cedar Falls",1703,903,-0.0101,0.0013,0.018,5403
2020-01-31,"Chickasaw County","IA",,1704,770,-0.0059,0.0011,-0.0144,4961
2020-01-31,"Camp County","TX",,1705,1226,0.0132,-0.016,-0.0274,4396
2020-01-31,"Stone County","AR",,1706,821,0.0114,-0.0005,-0.0109,5030
2020-01-31,"Falls Church City","VA","Washington-Arlington-Alexandria",1707,2269,0.0125,-0.0013,0.0185,4795
2020-01-31,"Northumberland County","VA",,1708,1393,-0.0157,-0.0122,0.0224,2219
2020-01-31,"Perry County","MS","Hattiesburg",1709,951,0.0224,0.0482,-0.0244,2669
2020-01-31,"Fulton County","AR",,1710,779,0.0163,-0.003,-0.0151,4664
2020-01-31,"Greensville County","VA",,1711,1080,0.0289,-0.0031,-0.0356,2718
2020-01-31,"Gates County","NC","Virginia Beach-Norfolk-Newport News",1712,1120,-0.0167,0.007,0.0023,2496
2020-01-31,"Okfuskee County","OK",,1713,787,0.0027,-0.0078,0.022,3309
2020-01-31,"Charlton County","GA",,1714,956,-0.0025,-0.0018,-0.0261,2482
2020-01-31,"Shelby County","IA",,1715,921,0.0066,0.0095,-0.0059,5043
2020-01-31,"Lewis County","TN",,1716,964,0.0141,0.0295,0.0736,3963
2020-01-31,"Edmonson County","KY","Bowling Green",1717,866,0,-0.0043,0.0084,3875
2020-01-31,"Poquoson City","VA","Virginia Beach-Norfolk-Newport News",1718,1496,0.0047,0.0131,-0.0118,5370
2020-01-31,"Sussex County","VA","Richmond",1719,1051,-0.0064,0.0066,-0.0179,3002
2020-01-31,"Cherokee County","IA",,1720,804,0.0056,-0.0301,-0.0363,5092
2020-01-31,"Pulaski County","GA","Warner Robins",1721,994,0.0084,0.0158,0.089,2944
2020-01-31,"Sierra County","NM",,1722,833,-0.012,-0.0425,-0.0717,4413
2020-01-31,"Blaine County","OK",,1723,887,0.0085,-0.0163,0.0279,1538
2020-01-31,"Grant County","WV",,1724,901,0.0027,0.0234,-0.0136,4536
2020-01-31,"Heard County","GA","Atlanta-Sandy Springs-Roswell",1725,1186,0.0138,0.0332,0.0856,3683
2020-01-31,"Iron County","MI",,1726,922,0.0049,0.0266,0.0125,3064
2020-01-31,"Decatur County","TN",,1727,938,0.016,0.0412,0.0579,5622
2020-01-31,"Meigs County","TN",,1728,1089,-0.0021,-0.0126,0.0299,3724
2020-01-31,"Washington County","KY",,1729,880,-0.0091,0.0028,0.0173,3319
2020-01-31,"Cottonwood County","MN",,1730,1069,0.0227,0.0707,0.0444,1364
2020-01-31,"Zavala County","TX",,1731,1117,0.0296,0.012,0.0246,2719
2020-01-31,"Wilcox County","AL",,1732,909,-0.0079,0.0113,0.0485,2137
2020-01-31,"Big Horn County","WY",,1733,956,-0.0158,-0.029,0.0091,4674
2020-01-31,"Jackson County","TN","Cookeville",1734,962,-0.0179,-0.0047,0.0283,4438
2020-01-31,"Washita County","OK",,1735,784,-0.0174,-0.0089,0.0176,3911
2020-01-31,"West Carroll Parish","LA",,1736,935,-0.0131,0.0047,-0.0432,4041
2020-01-31,"Bath County","KY","Mount Sterling",1737,884,0.0136,0.0209,0.0312,3354
2020-01-31,"Fergus County","MT",,1738,1127,-0.011,-0.0014,0.1031,4671
2020-01-31,"Lyon County","IA",,1739,907,0.0187,-0.0173,-0.01,4542
2020-01-31,"Pushmataha County","OK",,1740,785,0.0029,-0.0174,0.0351,2763
2020-01-31,"Noble County","OK",,1741,848,0.0074,-0.0198,0.0131,3876
2020-01-31,"Franklin County","FL",,1742,1422,-0.0095,-0.0097,0.0113,7909
2020-01-31,"Coosa County","AL","Talladega-Sylacauga",1743,933,0.0139,0.0004,-0.0821,3326
2020-01-31,"Lake County","MI",,1744,854,-0.0092,0.0114,0.0128,1923
2020-01-31,"Live Oak County","TX",,1745,1255,-0.0133,-0.0124,0.004,1979
2020-01-31,"Owyhee County","ID","Boise City",1746,1234,0.0046,0.0133,0.1143,3446
2020-01-31,"Bradley County","AR",,1747,757,0.0024,0.0044,0.0171,3946
2020-01-31,"Sanders County","MT",,1748,1192,-0.0036,-0.0152,0.0097,5444
2020-01-31,"Jefferson County","MT","Helena",1749,1233,-0.0041,-0.0191,-0.0112,5092
2020-01-31,"Lancaster County","VA",,1750,1443,-0.0003,0.0091,0.0236,7785
2020-01-31,"Louisa County","IA",,1751,844,-0.0045,0.011,0.0067,4599
2020-01-31,"Hancock County","IA",,1752,811,0.0128,-0.012,0.0093,4731
2020-01-31,"Leslie County","KY",,1753,753,0.0023,0.0191,-0.0192,1816
2020-01-31,"Lowndes County","AL","Montgomery",1754,887,0.0188,0.0271,0.0364,2880
2020-01-31,"Pike County","AR",,1755,766,0.0017,0.003,0.0097,2494
2020-01-31,"Green County","KY",,1756,854,0.0173,0.045,0.0254,2193
2020-01-31,"Watonwan County","MN",,1757,1093,0.0159,-0.031,-0.0344,3522
2020-01-31,"Morrow County","OR","Hermiston-Pendleton",1758,1475,0.0146,0.0815,0.1209,3499
2020-01-31,"Latimer County","OK",,1759,776,0.0022,0.0103,0.0382,2525
2020-01-31,"Essex County","VA",,1760,1358,-0.0061,-0.0089,0.0226,4837
2020-01-31,"Mackinac County","MI",,1761,910,-0.0068,-0.0062,-0.0367,1855
2020-01-31,"Bacon County","GA",,1762,994,0.0206,0.0035,0.0405,2786
2020-01-31,"Barnes County","ND",,1763,821,0.0264,0.0385,-0.0255,1683
2020-01-31,"Skamania County","WA","Portland-Vancouver-Hillsboro",1764,1663,0.002,-0.0071,0.0221,3832
2020-01-31,"Red Willow County","NE",,1765,888,0.0132,-0.0037,-0.0355,3857
2020-01-31,"Early County","GA",,1766,1042,0.0056,-0.0182,0.0775,3507
2020-01-31,"Evans County","GA",,1767,992,-0.0028,-0.0121,-0.058,2879
2020-01-31,"Candler County","GA",,1768,1084,0.017,0.0267,0.0514,2945
2020-01-31,"Pope County","MN",,1769,1211,0.0203,0.0669,0.1333,4807
2020-01-31,"Boundary County","ID",,1770,1266,-0.0039,0.0146,0.0853,4161
2020-01-31,"Monroe County","KY",,1771,830,-0.0016,0.0126,0.0208,1606
2020-01-31,"Middlesex County","VA",,1772,1458,0.0053,0.0023,0.0117,7070
2020-01-31,"Johnston County","OK",,1773,777,0.005,-0.0112,0.0072,2432
2020-01-31,"Guthrie County","IA","Des Moines-West Des Moines",1774,877,-0.0029,0.0033,-0.018,5762
2020-01-31,"Alcona County","MI",,1775,904,-0.007,-0.0221,0.0143,2030
2020-01-31,"Custer County","NE",,1776,882,0.0209,-0.0274,-0.0104,3289
2020-01-31,"Montgomery County","MS",,1777,860,0.0052,0.0298,-0.0199,3465
2020-01-31,"Bullock County","AL",,1778,849,0.0027,0.0131,0.0157,2149
2020-01-31,"Rains County","TX",,1779,1377,0.0069,0.0295,0.0435,3190
2020-01-31,"Oregon County","MO",,1780,790,-0.0118,0.009,0.0197,4754
2020-01-31,"Lake County","MN",,1781,1349,0.0248,0.0565,0.0367,5918
2020-01-31,"Owen County","KY",,1782,944,-0.0056,-0.0039,0.0418,2850
2020-01-31,"Sabine County","TX",,1783,1137,0.0067,0.0024,-0.0207,3646
2020-01-31,"Carroll County","KY",,1784,983,-0.0058,0.019,0.0722,2115
2020-01-31,"Tunica County","MS","Memphis",1785,878,-0.0024,-0.0211,-0.0238,1948
2020-01-31,"Mitchell County","IA",,1786,859,0.0043,-0.0108,0.0047,4565
2020-01-31,"Clay County","TX","Wichita Falls",1787,1160,-0.0217,-0.0106,-0.001,3194
2020-01-31,"Montgomery County","IA",,1788,747,-0.0006,-0.0081,-0.1147,4153
2020-01-31,"Crawford County","IN",,1789,845,0.0069,-0.0013,0.0158,4764
2020-01-31,"Franklin County","IA",,1790,770,-0.004,-0.0293,-0.0513,4414
2020-01-31,"Iron County","MO",,1791,791,0.0019,0.0375,0.0432,3770
2020-01-31,"Switzerland County","IN",,1792,907,-0.018,-0.0332,0.0509,3799
2020-01-31,"Franklin County","TX",,1793,1399,0.0034,-0.0137,-0.0279,3593
2020-01-31,"Wilkes County","GA",,1794,1192,0.012,0.0523,0.0436,3767
2020-01-31,"Clay County","NC",,1795,1204,-0.0049,0.0311,0.0222,8635
2020-01-31,"Lincoln County","WA",,1796,1492,0.0141,0.0014,0.0814,1173
2020-01-31,"Nowata County","OK",,1797,868,0.0146,0.0313,0.0304,3277
2020-01-31,"Colfax County","NE",,1798,898,-0.0087,-0.0477,-0.0873,3403
2020-01-31,"Keokuk County","IA",,1799,801,0.0154,0.0179,-0.0164,4247
2020-01-31,"Blanco County","TX",,1800,1365,-0.0074,-0.0072,0.0228,4345
2020-01-31,"Towns County","GA",,1801,1269,0.0076,-0.0192,0.0348,9584
2020-01-31,"Kemper County","MS","Meridian",1802,898,0.0181,0.0196,0.0246,1461
2020-01-31,"Ritchie County","WV",,1803,851,0.0105,0.0062,0.0124,3648
2020-01-31,"Perry County","AR","Little Rock-North Little Rock-Conway",1804,823,0.0114,0.0363,0.0428,3469
2020-01-31,"Holt County","NE",,1805,864,0.0133,0.0336,-0.0362,3386
2020-01-31,"Martin County","IN",,1806,833,-0.0051,-0.0077,0.0191,3862
2020-01-31,"Emmet County","IA",,1807,767,-0.0059,-0.0359,-0.0225,4341
2020-01-31,"Clinton County","KY",,1808,861,0.0013,0.0105,0.0367,2759
2020-01-31,"Parmer County","TX",,1809,1185,0.0021,-0.0206,0.0394,1880
2020-01-31,"Webster County","MS",,1810,864,-0.0041,0.0011,-0.017,3360
2020-01-31,"Ochiltree County","TX",,1811,1106,0.0039,-0.0067,0.0186,2110
2020-01-31,"Lewis County","MO","Quincy",1812,789,0.0023,0.0397,-0.0187,2428
2020-01-31,"Nemaha County","KS",,1813,848,0.0105,-0.0082,0.0012,3935
2020-01-31,"Nantucket County","MA",,1814,2767,-0.0076,-0.0579,-0.0259,9923
2020-01-31,"Teton County","ID","Jackson",1815,1416,0.0254,0.0612,0.0881,5889
2020-01-31,"Ralls County","MO","Hannibal",1816,945,-0.0055,0.0253,0.0382,4294
2020-01-31,"Howard County","MO",,1817,894,0.0121,0.0384,0.0233,3575
2020-01-31,"Butte County","SD",,1818,980,-0.016,0.0079,-0.0145,1166
2020-01-31,"Metcalfe County","KY","Glasgow",1819,814,-0.0196,-0.0208,-0.0171,2656
2020-01-31,"Rice County","KS",,1820,740,-0.0109,-0.0235,-0.0106,4463
2020-01-31,"Lanier County","GA","Valdosta",1821,1031,0.0168,0.0143,0.024,2981
2020-01-31,"Cumberland County","VA",,1822,1218,-0.0253,-0.0023,0.0222,3377
2020-01-31,"Yuma County","CO",,1823,1615,-0.01,-0.0188,0.0552,2866
2020-01-31,"White Pine County","NV",,1824,1263,0.0106,-0.014,0.0227,3531
2020-01-31,"Cheyenne County","NE",,1825,869,0.0002,-0.0136,-0.0681,4036
2020-01-31,"Dimmit County","TX",,1826,1164,0.0022,-0.0081,0.0509,2062
2020-01-31,"Brown County","KS",,1827,850,0.021,0.0117,0.0113,4096
2020-01-31,"Camden County","NC","Elizabeth City",1828,1251,-0.0231,-0.0276,-0.0051,4892
2020-01-31,"Johnson County","GA","Dublin",1829,982,0.0077,0.0008,0.0422,2548
2020-01-31,"Valley County","ID",,1830,1295,-0.0022,-0.0094,0.0573,12312
2020-01-31,"Humboldt County","IA",,1831,802,-0.0094,-0.0261,-0.0389,4098
2020-01-31,"Saint Clair County","MO",,1832,781,0.0016,0.0052,0,4192
2020-01-31,"Richland County","MT",,1833,1223,0.0173,0.0144,0.2117,3015
2020-01-31,"Ozark County","MO",,1834,859,0.0045,0.0188,0.0671,3094
2020-01-31,"Calhoun County","IA",,1835,809,0.0241,0.0007,-0.0167,4512
2020-01-31,"Linn County","KS","Kansas City",1836,871,0.0141,0.034,0.0748,4729
2020-01-31,"Pratt County","KS",,1837,797,-0.0057,0.0136,0.0269,4081
2020-01-31,"Stephens County","TX",,1838,1218,0.0039,0.0052,0.0064,1987
2020-01-31,"Hickory County","MO",,1839,809,-0.0127,0.016,0.0503,3535
2020-01-31,"Howard County","IA",,1840,848,-0.002,0.0181,0.0647,3837
2020-01-31,"Wilkinson County","GA",,1841,932,0.0129,-0.008,-0.0108,3284
2020-01-31,"Irwin County","GA",,1842,1045,-0.0014,-0.0066,0.0492,3025
2020-01-31,"McLean County","KY","Owensboro",1843,839,-0.0275,-0.0257,0.0015,1361
2020-01-31,"Livingston County","KY","Paducah",1844,818,-0.0188,-0.0129,0.0012,2547
2020-01-31,"Montgomery County","AR",,1845,798,-0.0219,0.0024,0.022,4062
2020-01-31,"Morgan County","UT","Ogden-Clearfield",1846,1533,0.001,-0.0155,0.0158,3079
2020-01-31,"Kiowa County","OK",,1847,753,-0.0201,0.0049,0.0255,3775
2020-01-31,"Marshall County","MN",,1848,904,-0.0093,-0.0185,-0.0717,1320
2020-01-31,"Hancock County","GA","Milledgeville",1849,975,0.0032,-0.0186,-0.0167,3626
2020-01-31,"Caldwell County","MO","Kansas City",1850,886,-0.0028,0.0122,0.0562,3609
2020-01-31,"Love County","OK",,1851,865,-0.0005,-0.0332,0.0079,3301
2020-01-31,"Palo Alto County","IA",,1852,844,0.02,0.0127,0.0252,4169
2020-01-31,"Clay County","WV","Charleston",1853,807,-0.0037,0.0073,0.02,3111
2020-01-31,"Greene County","IA",,1854,871,0.0097,0.0125,0.0133,4098
2020-01-31,"Terrell County","GA","Albany",1855,988,0.004,-0.0139,0.0041,3269
2020-01-31,"Crittenden County","KY",,1856,828,-0.0135,0.0005,0.0268,2419
2020-01-31,"Deer Lodge County","MT",,1857,943,-0.0289,0.0082,0.0232,4059
2020-01-31,"Clarke County","IA",,1858,861,0.0193,0.0289,-0.033,3614
2020-01-31,"Benewah County","ID",,1859,1136,0.0156,0.0014,0.0609,1673
2020-01-31,"Wilcox County","GA",,1860,973,0.0176,0.0137,0.0651,1945
2020-01-31,"Richmond County","VA",,1861,1315,-0.011,0.0265,0.0393,2639
2020-01-31,"Beaverhead County","MT",,1862,1232,0.0105,-0.0175,0.0025,3702
2020-01-31,"Monona County","IA",,1863,857,0.0193,0.0158,0.0097,4108
2020-01-31,"Rosebud County","MT",,1864,1128,0.0071,0.0336,0.0299,1524
2020-01-31,"Brewster County","TX",,1865,1311,0.0043,-0.0256,-0.0274,2659
2020-01-31,"Tyler County","WV",,1866,857,0.0022,0.0149,0.0208,3780
2020-01-31,"Dawes County","NE",,1867,901,0.0039,-0.0056,-0.0521,3164
2020-01-31,"Maries County","MO",,1868,884,0.0081,0.0478,0.0386,2909
2020-01-31,"Webster County","WV",,1869,797,0.0078,0.0213,-0.0309,3373
2020-01-31,"Hamilton County","NE","Grand Island",1870,1016,0.0034,-0.039,-0.0037,3599
2020-01-31,"Montgomery County","GA","Vidalia",1871,1060,0.0233,0.0175,0.0723,2429
2020-01-31,"Stillwater County","MT",,1872,1197,-0.0079,-0.0306,0.0118,4336
2020-01-31,"Archer County","TX","Wichita Falls",1873,1172,-0.0014,0.0159,-0.0348,2978
2020-01-31,"Greene County","AL",,1874,935,-0.0024,0.0097,0.0615,1657
2020-01-31,"Jack County","TX",,1875,1224,-0.0052,-0.0155,-0.0052,1242
2020-01-31,"Quay County","NM",,1876,869,-0.023,-0.0568,-0.154,3484
2020-01-31,"Twiggs County","GA","Macon-Bibb County",1877,955,0.0096,0.0397,0.0385,2810
2020-01-31,"Nevada County","AR","Hope",1878,769,-0.0015,0.0118,0.0238,3089
2020-01-31,"Mathews County","VA","Virginia Beach-Norfolk-Newport News",1879,1363,0.0005,0.0066,0.0213,2002
2020-01-31,"Dawson County","MT",,1880,1078,-0.0179,-0.0033,0.0728,3105
2020-01-31,"McLean County","ND",,1881,912,0.0189,0.0243,-0.0072,3043
2020-01-31,"Harrison County","MO",,1882,764,-0.0077,-0.071,-0.0491,3481
2020-01-31,"Turner County","GA",,1883,921,0.012,0.0216,0.0497,2608
2020-01-31,"Lucas County","IA",,1884,858,0.0001,0.0327,-0.0105,3198
2020-01-31,"Coleman County","TX",,1885,1173,0.0048,0.0184,0.0582,1092
2020-01-31,"Woods County","OK",,1886,764,-0.0189,-0.0135,-0.0397,3531
2020-01-31,"Lafayette County","FL",,1887,1427,0.0011,-0.0226,0.0132,1780
2020-01-31,"Graham County","NC",,1888,1188,0.0211,0.0114,0.0333,4476
2020-01-31,"Benton County","IN","Lafayette-West Lafayette",1889,894,-0.0037,-0.0231,0.0313,3480
2020-01-31,"Cedar County","NE",,1890,857,-0.02,-0.0604,-0.0602,3447
2020-01-31,"Monroe County","MO",,1891,856,0.0116,0.0285,0.0478,3732
2020-01-31,"Clearwater County","ID",,1892,1167,0.012,-0.0059,0.0794,3264
2020-01-31,"Davis County","IA","Ottumwa",1893,884,0.0265,0.0432,0.0223,3010
2020-01-31,"Seminole County","GA",,1894,1033,0.0113,0.0075,0.0796,3417
2020-01-31,"Pocahontas County","WV",,1895,853,0.0083,0.0196,0.0061,9277
2020-01-31,"Prairie County","AR",,1896,766,0.0018,0.031,0.0162,3015
2020-01-31,"Knox County","NE",,1897,864,0.0198,0.0103,-0.0498,3068
2020-01-31,"Gilmer County","WV",,1898,840,0.0261,0.0432,0.0435,2630
2020-01-31,"Cleveland County","AR","Pine Bluff",1899,797,-0.0064,-0.058,0.011,2648
2020-01-31,"Platte County","WY",,1900,1088,0.0185,0.0374,0.1078,3741
2020-01-31,"Oscoda County","MI",,1901,813,-0.022,-0.0195,-0.0088,1036
2020-01-31,"Coffey County","KS",,1902,787,0.0006,-0.0032,0.033,3585
2020-01-31,"Franklin City","VA",,1903,1220,-0.0228,0.0098,0.03,3500
2020-01-31,"Johnson County","WY",,1904,1015,0.0074,0.0124,0.0396,3389
2020-01-31,"Hancock County","KY","Owensboro",1905,904,0.0176,0.0121,0.0202,1773
2020-01-31,"Choctaw County","MS",,1906,921,0.021,0.0611,0.0179,2223
2020-01-31,"Clay County","KS",,1907,821,0.02,-0.0178,-0.0251,3814
2020-01-31,"Washakie County","WY",,1908,884,-0.0178,-0.0044,-0.0137,3221
2020-01-31,"Hamilton County","TX",,1909,1162,0.0171,0.0051,0.015,2586
2020-01-31,"Warren County","IN",,1910,943,-0.0012,-0.0268,0.0468,3295
2020-01-31,"Somervell County","TX","Dallas-Fort Worth-Arlington",1911,1375,0.0004,0.023,0.0337,2955
2020-01-31,"Shannon County","MO",,1912,762,-0.0041,0.0172,0.0279,3394
2020-01-31,"Daviess County","MO",,1913,797,-0.0086,-0.0446,-0.0543,3410
2020-01-31,"Butler County","NE",,1914,914,-0.0122,-0.056,-0.0166,3428
2020-01-31,"Keith County","NE",,1915,887,0.001,-0.002,-0.0317,3762
2020-01-31,"Liberty County","FL",,1916,1214,-0.0277,0.0006,0.0458,1678
2020-01-31,"Richardson County","NE",,1917,873,0.0029,0.0257,0.0077,3635
2020-01-31,"Turner County","SD","Sioux Falls",1918,1002,0.0107,-0.0066,0.0334,2850
2020-01-31,"Newton County","AR","Harrison",1919,827,0.0074,-0.0018,0.0339,1540
2020-01-31,"Lyon County","KY",,1920,866,-0.0227,-0.039,-0.0486,1601
2020-01-31,"Conejos County","CO",,1921,1503,0.0227,0.0525,0.1484,3007
2020-01-31,"Ballard County","KY","Paducah",1922,832,-0.0116,-0.0196,-0.0211,2156
2020-01-31,"Custer County","SD","Rapid City",1923,1018,-0.0194,-0.0331,-0.0316,4521
2020-01-31,"Doddridge County","WV","Clarksburg",1924,873,0.0137,0.0188,0.0256,2949
2020-01-31,"Searcy County","AR",,1925,792,0.0072,0.017,0.0001,2275
2020-01-31,"Dallas County","AR",,1926,818,0.0146,0.0207,0.0734,1243
2020-01-31,"Anderson County","KS",,1927,857,0.0016,0.0014,0.0558,3611
2020-01-31,"Lincoln County","GA","Augusta-Richmond County",1928,1301,0.003,0.0464,0.1099,3366
2020-01-31,"Tillman County","OK",,1929,702,0.0129,-0.0133,-0.0079,3259
2020-01-31,"Monroe County","IA",,1930,871,0.0066,0.0135,-0.0233,2945
2020-01-31,"Doniphan County","KS","St. Joseph",1931,851,0.0068,-0.0006,0.0177,2791
2020-01-31,"Lemhi County","ID",,1932,1190,0.0023,0.0242,0.1287,4267
2020-01-31,"Perry County","TN",,1933,958,0.025,0.0494,0.0572,3037
2020-01-31,"Thomas County","KS",,1934,821,0.0213,0.0162,-0.0143,3015
2020-01-31,"Dade County","MO",,1935,784,0.0029,0.0224,0.0352,2417
2020-01-31,"Clay County","TN",,1936,933,-0.025,-0.0153,0.0332,3071
2020-01-31,"Kingman County","KS","Wichita",1937,774,-0.0059,-0.0065,0.0038,3853
2020-01-31,"Swisher County","TX",,1938,1018,-0.0259,-0.0326,-0.0211,1715
2020-01-31,"Grant County","KS",,1939,926,-0.0033,0.0214,0.071,2093
2020-01-31,"Presidio County","TX",,1940,1216,-0.0223,0.0183,-0.073,2169
2020-01-31,"Power County","ID",,1941,1053,-0.0063,-0.018,-0.0116,1785
2020-01-31,"Randolph County","GA",,1942,950,0.0165,0.0049,0.0268,2354
2020-01-31,"Pendleton County","WV",,1943,897,0.0117,0.0363,-0.0596,4580
2020-01-31,"Madison County","MT",,1944,1273,0.0005,-0.0392,-0.0349,5906
2020-01-31,"Adair County","IA",,1945,884,0.0212,0.0143,-0.0096,3264
2020-01-31,"Lafayette County","AR",,1946,751,-0.0028,0.0465,-0.0533,2911
2020-01-31,"Calhoun County","WV",,1947,825,0.0074,-0.0017,0.0133,2703
2020-01-31,"Pleasants County","WV",,1948,875,0.0103,0.0049,0.0287,2849
2020-01-31,"Van Buren County","IA",,1949,829,0.0142,0.0208,-0.0078,3493
2020-01-31,"Jefferson County","NE",,1950,863,-0.0044,-0.0235,-0.0285,3386
2020-01-31,"Major County","OK",,1951,841,-0.0068,-0.0023,-0.0003,2737
2020-01-31,"Union County","IN","Cincinnati",1952,885,-0.0165,-0.0399,0.0804,2971
2020-01-31,"Fremont County","IA",,1953,846,0.0158,0.0296,-0.0268,3373
